0.37428	21.67295
3.09996	28.27046
3.92028	35.43562
0.715	22.61966
2.91316	14.57852
2.10912	19.82002
0.33953	7.17371
-1.22872	8.96951
-0.96691	14.84141
-0.25669	15.96531
1.35559	30.2905
-1.61316	9.82262
1.04618	28.14387
-0.84893	6.59914
-0.1868	-0.44718
-0.09243	14.38004
1.10829	2.56085
1.3796	7.943
-0.25577	23.57679
2.15071	16.72769
1.27554	24.68338
1.52336	21.94425
1.77769	39.93043
3.71799	33.95155
3.75626	33.49591
3.51796	27.09737
2.83459	29.22856
1.84577	9.16174
2.07707	13.14
0.77408	22.44751
-0.77059	20.43022
-1.7103	9.14583
1.76707	33.89631
0.61899	-3.21907
0.97486	29.80691
-0.70755	4.49898
1.47909	35.10611
-1.14282	11.10596
0.16127	34.39534
1.26089	4.73131
0.87266	0.06513
0.81451	18.13627
1.36249	24.43931
0.49721	32.86425
1.96036	16.03969
-0.39188	21.51084
1.54527	0.58292
3.16338	34.15851
3.12827	38.93759
3.62773	39.14843
1.76245	12.1851
2.3987	11.24338
2.06015	37.28445
1.99896	27.11579
1.95788	26.20805
1.35903	10.30081
1.59312	17.00148
0.70675	-1.72545
-1.34646	0.45684
1.66337	27.59045
1.81089	30.71732
2.50031	12.44728
3.01265	17.59854
0.04629	9.77293
3.58275	39.22054
0.59398	25.9036
-0.84173	20.31739
1.28808	3.49517
2.81365	12.41211
2.88695	35.74387
0.94738	16.09748
3.17811	30.52797
1.80288	22.97741
0.94638	32.64046
1.62884	10.21602
1.79374	25.3315
-0.39219	28.77274
2.5288	23.53544
3.63085	30.10862
1.68818	36.8055
0.30489	12.10764
2.09735	30.59928
-1.46179	7.3438
1.76674	30.76816
3.09642	30.71229
-0.38566	16.57673
0.23867	35.30169
3.47373	26.58433
2.47337	24.18339
2.543	12.64146
1.05912	5.49853
-0.77022	17.60922
2.46589	38.02919
1.83765	23.37452
3.6897	34.10686
1.16902	17.74794
2.78815	37.36761
0.73865	-0.33173
2.67532	19.29536
3.47304	18.35767
1.06718	14.35056
1.84783	13.48903
-1.40125	0.24069
0.25891	-0.87742
1.22117	16.95952
0.59096	33.10025
1.40541	12.99066
2.12089	15.92715
0.87886	11.35915
-1.26414	11.16888
2.49983	25.46878
-0.28234	6.67807
-1.77716	2.97334
2.4578	37.61152
0.87086	3.35456
0.37417	7.7502
0.27045	-0.90317
-1.73567	10.35767
1.52091	9.40614
1.25708	33.65428
2.83303	32.9003
3.44506	14.11445
-0.68452	32.28509
1.16801	15.15615
-1.33981	6.39197
2.00931	24.62798
0.51456	21.18528
1.53625	9.00124
1.17613	16.41845
0.06722	33.5497
-0.19805	28.15901
0.96734	12.47495
0.12739	14.96925
1.412	14.67848
1.51258	12.7141
1.60385	38.96849
1.75236	30.33173
3.95242	23.97645
4.56098	52.2159
3.70571	46.6761
0.9556	49.79622
4.71248	43.17868
4.13203	42.21783
3.134	45.56248
3.71488	41.16871
1.92352	52.94763
3.61994	46.1908
2.43193	40.10317
3.97392	55.95982
2.92655	48.22818
5.36117	54.18722
3.52991	40.85154
1.21718	51.86109
3.76369	56.5393
5.377	55.3552
3.05522	44.9743
4.43529	52.61252
1.77997	42.51444
1.16226	40.65759
2.33297	50.31757
3.59979	48.55594
3.9115	50.9659
3.57079	43.88957
3.43863	48.39135
2.59732	41.69332
4.27997	58.14697
3.15107	41.13434
3.4856	42.53251
2.40665	58.61372
0.7587	41.37707
5.28105	53.60449
5.04156	45.25776
4.41133	59.24758
3.68023	47.81999
1.04715	49.78004
4.59206	43.41488
5.19813	56.09621
2.25329	49.88377
4.35034	52.41999
5.85255	50.33035
4.38475	52.84775
2.67939	40.40107
3.20279	44.31314
4.35277	46.562
3.93866	44.12529
3.91485	51.76324
1.20023	50.72292
3.46741	43.05658
3.74215	44.63983
1.64244	51.80835
2.2052	52.80291
2.89066	58.87574
0.86698	44.00226
4.25765	48.05727
3.57277	40.71763
6.35514	56.32184
4.10438	44.08084
3.19647	54.73497
1.66544	40.57028
3.95971	41.85425
3.56993	48.63784
2.96231	48.19627
3.88007	47.79537
3.73116	46.114
3.087	41.76585
3.19936	44.09155
2.42236	43.28821
4.46695	45.54501
4.15132	48.47331
2.53895	58.93804
2.24657	49.61754
4.77246	41.41508
1.34995	55.69791
1.88071	41.29623
4.96571	48.76077
3.42394	43.30775
3.96833	49.21392
1.45992	40.14316
4.78364	43.0228
4.52882	51.21704
4.33804	55.80923
2.34933	59.46221
4.30702	41.41657
3.30897	49.21897
4.1834	56.84132
3.75509	48.93242
2.40934	59.592
6.22743	57.24869
3.8458	46.49807
3.66881	40.40783
5.19335	47.7978
3.63503	51.47369
1.24831	51.09646
3.66952	50.96294
3.37565	45.26037
4.41393	44.1093
5.82752	49.38727
1.84552	42.58827
